Terminate batch job (Y/N)? Terminate batch job (Y/N)? Terminate batch job (Y/N)? Terminate batch job (Y/N)? Terminate batch job (Y/N)? Terminate batch job (Y/N)? Terminate batch job (Y/N)? Terminate batch job (Y/N)? INFO:     127.0.0.1:54174 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50212 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:50560 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:64616 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:61417 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:61488 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:61544 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:61606 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:61664 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59936 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59997 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60096 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60160 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60218 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60275 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58443 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58507 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58575 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58640 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58704 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58763 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58818 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58876 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58943 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59001 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58315 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58374 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58443 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58499 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58553 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58613 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58678 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58733 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58789 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58853 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58908 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58966 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59023 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59089 - "GET /health HTTP/1.1" 200 OK
